rectal_temp,pulse,respiratory_rate,nasogastric_reflux_ph,packed_cell_volume,total_protein,abdomo_protein,deviation_from_normal_temp,hospital_number,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,rectal_exam_feces,abdomen,lesion_1,abdomo_appearance,surgery,age,surgical_lesion,cp_data,number_of_treatements
38.1,164.0,36.0,6.0,44.0,6.7,3.6,0.30000000000000426,0.6001866246262091,1.55543082288116,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.9197565170993272,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.1501671055146565,1.3027967289255369,1.0705095155942614,0.8070157613774815,0.8296572843021474,1.0750084285407362,1.209047402802487,1.5829988117912916,1.176009368190888,1.1238254708457005
38.0,66.0,12.0,4.5,60.0,7.4,3.9,0.20000000000000284,1.575626260476402,0.9975818480195161,0.9299461302019179,1.6635568383247128,1.3456831047029552,0.9877652132624393,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.2355350913725252,0.9318966871280604,1.0595334702135508,1.8522375409817264,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.575626260476402
38.0,124.0,88.0,7.0,39.0,13.0,6.6,0.20000000000000284,1.333281009333497,0.9975818480195161,0.9299461302019179,0.9873485666268608,1.3456831047029552,0.9877652132624393,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.0948931845311836,1.0335157773847963,1.2012431439962887,1.3076483385395359,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.3920853717431725
38.3,44.0,24.0,3.0,33.0,6.5,3.6,0.5,1.4998933694942442,1.55543082288116,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.9197565170993272,1.7389458862466207,1.5434331848672618,1.2141890545736613,1.2355350913725252,1.4171617147937354,1.2530977041206435,1.5650895104267106,1.3004509876269457,1.3960728195867982,1.209047402802487,1.5829988117912916,1.176009368190888,1.2954145638424182
37.8,60.0,16.0,2.0,37.0,75.0,1.0,0.0,1.6665057296549917,0.9975818480195161,1.364681723936732,1.6635568383247128,1.3456831047029552,0.9877652132624393,1.6520176983366657,1.5434331848672618,1.127182482891879,1.0948931845311836,1.4171617147937354,1.1836023528263027,1.0639889388411263,1.4202365279937843,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.3920853717431725
38.8,72.0,24.0,4.5,52.0,7.4,3.3,1.0,1.125015559132563,0.8919834067455717,0.9299461302019179,0.8592087268142573,1.3456831047029552,0.9877652132624393,1.2237507599231447,0.9523744622554728,1.127182482891879,1.0948931845311836,0.9318966871280604,1.0595334702135508,0.8070157613774815,0.8296572843021474,1.0750084285407362,1.209047402802487,1.5829988117912916,1.176009368190888,1.3862940330210076
38.1,96.0,48.0,5.0,72.0,6.8,3.6,0.30000000000000426,0.33360684836901344,0.9975818480195161,0.9299461302019179,0.7519102206874853,0.8001214568191058,0.8931491399648537,1.0146573345348717,1.5434331848672618,1.2141890545736613,1.0948931845311836,0.9993330583639655,1.1327456150092854,0.7949949226603136,1.0550499839160141,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.083362469092376
37.5,70.0,36.0,7.5,35.0,8.4,4.5,0.29999999999999716,1.7141092611294908,0.9975818480195161,0.9299461302019179,0.9873485666268608,0.8001214568191058,0.9877652132624393,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.1501671055146565,1.4171617147937354,1.355709596278213,0.6843697118653235,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.1143047645508006
37.8,48.0,16.0,2.0,53.0,53.0,2.0,0.0,1.55543082288116,0.9975818480195161,0.9299461302019179,1.6635568383247128,1.3456831047029552,0.5557566619166765,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.0948931845311836,0.9318966871280604,1.0595334702135508,0.8070157613774815,1.5985234288536163,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.333281009333497
37.5,96.0,24.0,2.0,66.0,65.0,2.0,0.29999999999999716,1.4998933694942442,0.9975818480195161,0.9299461302019179,0.7519102206874853,0.8001214568191058,0.7012406430715318,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.0948931845311836,1.0434480608790269,1.0705095155942614,1.0639889388411263,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.2954145638424182
38.0,66.0,12.0,3.0,44.0,6.1,3.6,0.20000000000000284,1.4998933694942442,1.5322211408687174,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.3649008733056098,1.127182482891879,1.2355350913725252,0.9318966871280604,1.0705095155942614,1.0639889388411263,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.3862940330210076
38.7,88.0,20.0,7.0,34.0,6.1,2.6,0.9000000000000057,1.1999911212048993,1.55543082288116,1.5192240853139996,0.8592087268142573,1.3456831047029552,0.9877652132624393,1.7389458862466207,1.3649008733056098,1.06899933459576,1.1501671055146565,1.1935416104889993,1.355709596278213,0.6843697118653235,1.3004509876269457,1.0750084285407362,0.646636131095266,1.0206036578253923,1.169492587480559,1.1238254708457005
38.1,129.0,48.0,2.0,57.0,66.0,2.0,0.30000000000000426,1.2499748292531234,0.9975818480195161,0.9299461302019179,1.2228575682885443,1.3456831047029552,0.9877652132624393,0.9362473000142695,0.9523744622554728,1.127182482891879,1.0948931845311836,1.033051243981918,1.0595334702135508,0.8070157613774815,0.8296572843021474,1.0750084285407362,1.209047402802487,1.5829988117912916,1.169492587480559,1.3862940330210076
37.6,96.0,48.0,4.5,45.0,4.6,2.8,0.19999999999999574,0.1431927224710166,0.9975818480195161,0.9299461302019179,0.8592087268142573,1.3456831047029552,0.5557566619166765,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.2355350913725252,0.9318966871280604,1.1992474993816138,0.5716245057415096,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.1143047645508006
39.1,84.0,48.0,5.0,59.0,8.4,3.3,1.3000000000000043,1.0000562890120026,0.9975818480195161,0.9299461302019179,0.7519102206874853,1.3456831047029552,1.5250952390983907,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.0948931845311836,1.3027967289255369,1.355709596278213,1.2499748292531234,0.8296572843021474,1.0750084285407362,1.209047402802487,1.5829988117912916,1.176009368190888,1.3862940330210076
38.0,92.0,28.0,2.0,46.0,5.3,2.0,0.20000000000000284,0.666831568690508,0.9975818480195161,0.9299461302019179,0.9873485666268608,1.3456831047029552,0.9877652132624393,1.2237507599231447,0.9523744622554728,1.06899933459576,1.0948931845311836,1.11134896551781,1.252099881813306,1.7965446449024038,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.3920853717431725
39.4,124.0,32.0,5.0,48.0,7.3,3.4,1.6000000000000014,0.5002192085297608,0.8919834067455717,0.9299461302019179,0.8592087268142573,1.3456831047029552,1.0751680457275798,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.0948931845311836,1.3027967289255369,1.355709596278213,1.0796763549295276,0.8296572843021474,1.0750084285407362,1.209047402802487,1.5829988117912916,1.176009368190888,1.2940781010603801
40.3,114.0,36.0,7.0,47.0,7.5,4.5,2.5,1.3888184627204128,0.9975818480195161,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.9877652132624393,1.2237507599231447,0.9523744622554728,1.06899933459576,1.2355350913725252,0.9318966871280604,1.0705095155942614,1.4998933694942442,0.8296572843021474,1.3960728195867982,0.646636131095266,1.0206036578253923,1.169492587480559,1.3888184627204128
37.6,48.0,28.0,6.5,49.0,7.0,3.6,0.19999999999999574,1.0500399970602268,0.9975818480195161,1.5192240853139996,1.6635568383247128,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.3649008733056098,1.2141890545736613,1.0948931845311836,1.4171617147937354,1.7880347453016545,1.9064275282864678,1.5985234288536163,1.3960728195867982,1.209047402802487,1.5829988117912916,1.176009368190888,1.1999911212048993
38.5,60.0,40.0,5.5,45.0,8.6,4.1,0.7000000000000028,1.3888184627204128,0.9975818480195161,0.9299461302019179,0.9873485666268608,0.8001214568191058,0.9877652132624393,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.0948931845311836,0.9318966871280604,1.355709596278213,1.9064275282864678,0.8296572843021474,1.3960728195867982,1.209047402802487,1.0206036578253923,1.176009368190888,1.3888184627204128
38.0,129.0,96.0,5.0,73.0,8.4,4.1,0.20000000000000284,1.7997956177835894,0.9975818480195161,0.9299461302019179,0.7519102206874853,0.8001214568191058,0.9877652132624393,0.9362473000142695,1.3649008733056098,1.1772609241170024,1.0948931845311836,0.9318966871280604,1.0705095155942614,1.3076483385395359,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.1238254708457005
38.0,64.0,24.0,3.5,47.0,7.5,2.6,0.20000000000000284,0.1431927224710166,1.5322211408687174,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.5250952390983907,1.2237507599231447,0.9523744622554728,1.06899933459576,1.2355350913725252,0.9318966871280604,1.0595334702135508,0.588425752144274,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.1143047645508006
37.2,96.0,24.0,4.5,31.5,6.1,5.3,0.5999999999999943,0.8334439288512553,0.8919834067455717,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.5250952390983907,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.1816567557143651,1.1450671511357624,1.0705095155942614,0.588425752144274,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.083362469092376
38.5,80.0,16.0,2.0,54.0,67.0,2.0,0.7000000000000028,1.2999585373013476,0.9975818480195161,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.9877652132624393,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.1501671055146565,0.9318966871280604,1.0595334702135508,0.8070157613774815,1.5985234288536163,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.279965054082058
37.2,68.0,12.0,7.0,49.0,7.0,2.6,0.5999999999999943,0.28600331689451425,1.5322211408687174,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.5250952390983907,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.0948931845311836,0.9318966871280604,1.0595334702135508,1.8522375409817264,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.1143047645508006
37.6,92.0,20.0,3.0,48.0,6.0,3.4,0.19999999999999574,0.588425752144274,0.9975818480195161,0.9299461302019179,0.8592087268142573,1.3456831047029552,1.5250952390983907,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.2355350913725252,0.9318966871280604,1.0705095155942614,1.0796763549295276,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,0.6472301145539495
38.2,68.0,24.0,3.0,45.0,7.0,3.6,0.4000000000000057,1.575626260476402,1.5322211408687174,1.0935365863796807,1.2033798471742703,1.3456831047029552,1.5250952390983907,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.2355350913725252,1.4171617147937354,1.0595334702135508,1.7141092611294908,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.575626260476402
38.1,140.0,68.0,2.0,39.0,64.0,2.0,0.30000000000000426,1.399925953397796,0.9975818480195161,0.9299461302019179,1.2033798471742703,1.3456831047029552,0.9877652132624393,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.2355350913725252,0.9318966871280604,1.0595334702135508,0.8070157613774815,1.027952489259044,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.1238254708457005
37.1,84.0,30.0,5.0,30.0,6.0,2.9,0.6999999999999957,0.00038212804751897153,0.9975818480195161,0.9299461302019179,0.9873485666268608,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.0948931845311836,0.9318966871280604,1.0705095155942614,0.7949949226603136,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.2940781010603801
37.8,52.0,24.0,5.7,48.0,7.2,3.7,0.0,0.588425752144274,1.5322211408687174,0.9299461302019179,1.2228575682885443,1.3456831047029552,0.7012406430715318,0.9362473000142695,1.5434331848672618,1.2141890545736613,1.0948931845311836,1.4171617147937354,1.2602112807613446,1.0667012330763015,1.5985234288536163,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,0.6472301145539495
37.6,84.0,30.0,1.0,55.0,8.1,3.9,0.19999999999999574,1.0000562890120026,0.8919834067455717,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.9877652132624393,0.9362473000142695,0.9523744622554728,1.127182482891879,1.0948931845311836,0.9318966871280604,1.0705095155942614,1.0639889388411263,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.3862940330210076
38.0,130.0,16.0,2.0,52.0,65.0,2.0,0.20000000000000284,1.333281009333497,0.9975818480195161,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.7012406430715318,0.9362473000142695,0.7920703897509354,1.2141890545736613,1.2355350913725252,1.2120389889687888,1.0595334702135508,0.8070157613774815,0.8296572843021474,1.0750084285407362,1.209047402802487,1.5829988117912916,1.169492587480559,1.083362469092376
39.1,120.0,18.0,5.3,64.0,8.0,3.9,1.3000000000000043,0.588425752144274,1.5322211408687174,0.9299461302019179,0.9873485666268608,0.8001214568191058,0.9877652132624393,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.2355350913725252,1.3027967289255369,1.8459344252127194,1.0639889388411263,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,0.6472301145539495
38.0,56.0,14.0,2.0,57.0,65.0,2.0,0.20000000000000284,1.2631284366342348,1.5322211408687174,1.5192240853139996,1.6635568383247128,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.5434331848672618,1.127182482891879,1.1501671055146565,1.4171617147937354,1.355709596278213,1.9064275282864678,1.3004509876269457,1.3960728195867982,1.209047402802487,1.5829988117912916,1.176009368190888,1.2631284366342348
37.2,72.0,30.0,2.0,60.0,70.0,2.0,0.5999999999999943,1.2999585373013476,0.8919834067455717,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.5557566619166765,0.9362473000142695,0.7920703897509354,1.127182482891879,1.0948931845311836,1.165396251527102,1.0595334702135508,0.8070157613774815,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.279965054082058
38.1,66.0,12.0,3.5,44.0,7.5,3.6,0.30000000000000426,1.575626260476402,0.9975818480195161,0.9299461302019179,0.9873485666268608,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.2355350913725252,1.1935416104889993,1.0595334702135508,1.8522375409817264,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.575626260476402
38.4,80.0,35.0,3.5,50.0,85.0,1.3,0.6000000000000014,1.399925953397796,1.5322211408687174,1.5192240853139996,1.2228575682885443,1.3456831047029552,1.5250952390983907,1.2237507599231447,0.9523744622554728,1.06899933459576,1.1501671055146565,0.9318966871280604,1.0705095155942614,0.8070157613774815,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.1238254708457005
37.7,48.0,16.0,4.5,35.0,7.5,4.5,0.09999999999999432,1.399925953397796,0.9975818480195161,1.5192240853139996,0.8592087268142573,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.3649008733056098,1.2141890545736613,1.1501671055146565,1.3027967289255369,1.7880347453016545,0.8070157613774815,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.279965054082058
37.7,60.0,12.0,6.0,45.0,7.5,1.4,0.09999999999999432,1.0000562890120026,0.9975818480195161,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.5557566619166765,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.1501671055146565,1.1935416104889993,1.355709596278213,1.2499748292531234,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.2954145638424182
37.6,108.0,96.0,4.5,52.0,6.1,3.7,0.19999999999999574,0.8334439288512553,0.8919834067455717,0.9299461302019179,0.8592087268142573,0.8001214568191058,0.7012406430715318,0.9362473000142695,0.7920703897509354,1.2141890545736613,1.0948931845311836,1.057301679508518,1.0705095155942614,0.8070157613774815,1.3004509876269457,1.3960728195867982,1.209047402802487,1.5829988117912916,1.169492587480559,1.083362469092376
36.1,88.0,40.0,5.0,44.0,7.5,5.3,1.6999999999999957,1.125015559132563,0.9975818480195161,0.9299461302019179,0.8592087268142573,1.3456831047029552,1.5250952390983907,0.9362473000142695,1.3649008733056098,1.127182482891879,1.0948931845311836,0.9318966871280604,1.0595334702135508,0.6430298029532584,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.3862940330210076
38.0,36.0,16.0,2.0,37.0,75.0,1.0,0.20000000000000284,1.2631284366342348,0.9975818480195161,1.5192240853139996,1.2228575682885443,1.3456831047029552,0.7012406430715318,0.9362473000142695,0.7920703897509354,1.06899933459576,1.0948931845311836,1.3027967289255369,1.2530977041206433,1.7965446449024038,1.3004509876269457,1.0750084285407362,1.209047402802487,1.5829988117912916,1.169492587480559,1.2631284366342348
37.6,96.0,18.0,5.0,69.0,8.1,2.0,0.19999999999999574,1.2307503261576525,0.9975818480195161,0.9299461302019179,0.9873485666268608,0.8001214568191058,1.5250952390983907,0.9362473000142695,1.3649008733056098,1.2141890545736613,1.0948931845311836,1.0776307798998574,1.0705095155942614,1.0639889388411263,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.153852313775769
38.2,56.0,40.0,7.5,47.0,7.2,2.5,0.4000000000000057,1.3499422453495717,0.9975818480195161,1.5192240853139996,0.8592087268142573,1.3456831047029552,1.5250952390983907,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.1684243815683049,1.1217457824149188,1.305950086552336,1.8747711798559257,1.5985234288536163,1.3960728195867982,1.209047402802487,1.5829988117912916,1.176009368190888,1.1999911212048993
38.6,52.0,20.0,5.7,48.0,7.2,5.0,0.8000000000000043,1.8258740741565758,1.5322211408687174,1.5192240853139996,1.6635568383247128,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.3649008733056098,1.127182482891879,1.0948931845311836,1.4171617147937354,1.7880347453016545,1.9064275282864678,1.5985234288536163,1.0750084285407362,1.209047402802487,1.5829988117912916,1.176009368190888,1.8258740741565758
38.1,52.0,96.0,4.4,43.0,6.1,3.6,0.30000000000000426,1.575626260476402,0.9975818480195161,0.9299461302019179,0.9873485666268608,1.3456831047029552,1.5250952390983907,1.2237507599231447,0.9523744622554728,1.2141890545736613,1.2355350913725252,1.1935416104889993,1.0595334702135508,1.8522375409817264,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.176009368190888,1.575626260476402
38.2,88.0,24.0,2.0,66.0,64.0,2.0,0.4000000000000057,1.6665057296549917,0.9975818480195161,0.9299461302019179,1.2033798471742703,1.3456831047029552,0.9877652132624393,0.9362473000142695,0.9523744622554728,1.127182482891879,1.2355350913725252,0.9318966871280604,1.0595334702135508,0.6430298029532584,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.3920853717431725
37.7,96.0,30.0,4.0,66.0,75.0,2.0,0.09999999999999432,0.28600331689451425,0.9975818480195161,0.9299461302019179,1.2228575682885443,0.8001214568191058,0.5557566619166765,0.9362473000142695,0.7920703897509354,1.06899933459576,1.1501671055146565,0.9318966871280604,1.0595334702135508,0.6430298029532584,0.8296572843021474,1.3960728195867982,1.209047402802487,1.0206036578253923,1.169492587480559,1.1143047645508006
37.2,80.0,36.0,2.0,50.0,60.0,2.0,0.5999999999999943,1.0000562890120026,0.9975818480195161,0.9299461302019179,1.6635568383247128,1.3456831047029552,1.5250952390983907,1.2237507599231447,1.3649008733056098,1.2141890545736613,1.0948931845311836,0.9318966871280604,1.2540955264279807,0.5440645664667995,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.1143047645508006
38.1,52.0,24.0,7.0,54.0,7.5,2.6,0.30000000000000426,0.588425752144274,1.5322211408687174,1.5192240853139996,1.2228575682885443,1.3456831047029552,0.7012406430715318,1.2237507599231447,1.5434331848672618,1.2141890545736613,1.0948931845311836,1.4171617147937354,1.3336979212850346,0.5386682147207024,1.3004509876269457,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,0.6472301145539495
38.1,80.0,51.0,2.0,54.0,82.0,2.0,0.30000000000000426,1.399925953397796,0.9975818480195161,0.9299461302019179,1.2228575682885443,1.3456831047029552,0.9877652132624393,0.9362473000142695,1.5434331848672618,1.2141890545736613,1.0948931845311836,0.9318966871280604,1.355709596278213,0.7334765127548067,0.8296572843021474,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.1238254708457005
38.0,84.0,24.0,4.5,36.0,6.6,3.9,0.20000000000000284,1.0000562890120026,1.55543082288116,0.9299461302019179,1.2228575682885443,0.8001214568191058,1.5250952390983907,0.9362473000142695,0.9523744622554728,1.2141890545736613,1.1501671055146565,1.4171617147937354,1.0595334702135508,1.5998607855906928,1.5985234288536163,1.0750084285407362,1.209047402802487,1.0206036578253923,1.169492587480559,1.3920853717431725
37.5,66.0,13.0,5.0,40.0,4.5,0.1,0.29999999999999716,1.4998933694942442,1.1455025353431567,1.2542487559557027,1.1912970934008629,1.2464900778149823,1.114589564831646,1.1976140817496108,1.174004000203755,1.2141890545736613,1.0948931845311836,1.3027967289255369,1.2219068167938238,1.0000562890120026,1.3660415386798441,1.0750084285407362,0.646636131095266,1.0206036578253923,1.169492587480559,1.2954145638424182
37.2,48.0,24.0,1.0,42.0,75.0,1.0,0.5999999999999943,1.7498119097353653,1.5322211408687174,1.5192240853139996,1.6635568383247128,1.3456831047029552,0.7012406430715318,1.2237507599231447,1.3649008733056098,1.127182482891879,1.0948931845311836,1.4171617147937354,1.1566772504567882,1.9064275282864678,1.5985234288536163,1.3960728195867982,1.209047402802487,1.5829988117912916,1.169492587480559,1.2954145638424182
